Name,Date,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,3.0,3.0,5.0,4.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,4.0,1.0,4.0,5.0,1.0,91.0,4.0,75.0,86.0,27.0,14.0,52.0,93.0,29.0,-3.0,-2.0,0.0,1.0,-2.0,1.0,-2.0,-2.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,5.0,1.0,1.0,5.0,5.0,4.0,5.0,1.0,5.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,4.0,12.0,20.0,7.0,41.0,71.0,37.0,95.0,18.0,20.0,-3.0,1.0,2.0,-3.0,1.0,-1.0,2.0,3.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,5.0,3.0,1.0,1.0,4.0,4.0,3.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,30.0,69.0,81.0,45.0,43.0,22.0,4.0,73.0,13.0,3.0,2.0,-1.0,3.0,1.0,0.0,2.0,1.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,4.0,1.0,2.0,5.0,1.0,2.0,5.0,3.0,2.0,3.0,2.0,5.0,1.0,3.0,1.0,2.0,2.0,57.0,43.0,41.0,88.0,2.0,4.0,69.0,36.0,72.0,-1.0,0.0,-3.0,2.0,2.0,1.0,-1.0,3.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0,5.0,1.0,1.0,2.0,5.0,88.0,67.0,81.0,50.0,55.0,1.0,4.0,90.0,19.0,-3.0,0.0,-2.0,-1.0,-3.0,0.0,-1.0,-1.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,1.0,1.0,4.0,4.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,48.0,82.0,19.0,13.0,90.0,5.0,80.0,79.0,86.0,0.0,2.0,1.0,3.0,-2.0,-1.0,2.0,-3.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,1.0,1.0,2.0,3.0,4.0,1.0,3.0,4.0,2.0,5.0,4.0,1.0,3.0,1.0,5.0,4.0,1.0,61.0,53.0,78.0,100.0,61.0,64.0,26.0,9.0,88.0,0.0,2.0,-1.0,0.0,-2.0,2.0,-2.0,1.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,4.0,5.0,4.0,5.0,4.0,1.0,3.0,2.0,1.0,4.0,1.0,5.0,2.0,5.0,1.0,2.0,3.0,84.0,52.0,72.0,25.0,44.0,88.0,87.0,34.0,85.0,2.0,-1.0,1.0,-1.0,2.0,-3.0,0.0,3.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,3.0,4.0,2.0,5.0,5.0,2.0,5.0,1.0,5.0,1.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,92.0,66.0,72.0,45.0,45.0,50.0,29.0,24.0,38.0,-3.0,2.0,-1.0,2.0,-1.0,3.0,-1.0,0.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,1.0,1.0,5.0,1.0,2.0,99.0,40.0,21.0,16.0,23.0,58.0,65.0,14.0,12.0,0.0,-1.0,0.0,-2.0,-2.0,-3.0,0.0,-3.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,4.0,5.0,2.0,2.0,3.0,4.0,1.0,3.0,5.0,5.0,5.0,2.0,5.0,3.0,3.0,1.0,1.0,47.0,21.0,77.0,43.0,95.0,20.0,25.0,66.0,41.0,-3.0,1.0,-3.0,3.0,-1.0,-1.0,1.0,-3.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,5.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,2.0,5.0,3.0,5.0,1.0,3.0,5.0,4.0,4.0,79.0,69.0,25.0,4.0,25.0,4.0,91.0,80.0,22.0,0.0,3.0,3.0,3.0,-3.0,-2.0,2.0,-3.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,5.0,1.0,5.0,2.0,2.0,49.0,72.0,11.0,32.0,14.0,17.0,48.0,6.0,62.0,2.0,2.0,-1.0,0.0,-1.0,1.0,1.0,2.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,4.0,3.0,3.0,1.0,5.0,3.0,5.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,5.0,1.0,95.0,81.0,88.0,21.0,52.0,6.0,40.0,4.0,100.0,-3.0,1.0,2.0,-3.0,0.0,0.0,2.0,2.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,4.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,4.0,2.0,2.0,2.0,15.0,51.0,97.0,4.0,98.0,60.0,23.0,87.0,65.0,0.0,-3.0,-3.0,-3.0,-1.0,2.0,2.0,-2.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,3.0,5.0,2.0,1.0,5.0,4.0,1.0,1.0,3.0,2.0,3.0,1.0,4.0,4.0,1.0,5.0,5.0,20.0,93.0,4.0,66.0,76.0,32.0,37.0,86.0,88.0,-3.0,1.0,-3.0,-3.0,0.0,-3.0,-3.0,1.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,4.0,2.0,5.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,1.0,14.0,34.0,97.0,27.0,88.0,92.0,76.0,67.0,51.0,-1.0,1.0,-3.0,3.0,-3.0,2.0,-3.0,1.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,5.0,1.0,5.0,5.0,1.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,6.0,31.0,10.0,82.0,13.0,4.0,27.0,3.0,90.0,-2.0,3.0,-1.0,3.0,-3.0,-1.0,1.0,-3.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,5.0,1.0,3.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,30.0,54.0,11.0,68.0,91.0,40.0,79.0,41.0,0.0,-2.0,0.0,-3.0,-1.0,0.0,3.0,1.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,3.0,3.0,2.0,1.0,1.0,4.0,5.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,4.0,5.0,4.0,43.0,79.0,55.0,55.0,65.0,37.0,43.0,73.0,50.0,-2.0,1.0,0.0,-3.0,-3.0,2.0,0.0,0.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,3.0,3.0,59.0,41.0,28.0,49.0,62.0,28.0,78.0,49.0,52.0,-2.0,3.0,2.0,2.0,2.0,0.0,-1.0,-2.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,2.0,1.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,2.0,1.0,4.0,2.0,2.0,5.0,5.0,4.0,39.0,82.0,89.0,69.0,33.0,65.0,21.0,84.0,40.0,2.0,-3.0,0.0,1.0,-3.0,-2.0,-2.0,0.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,2.0,2.0,5.0,1.0,3.0,1.0,1.0,4.0,4.0,5.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,96.0,39.0,94.0,50.0,22.0,29.0,63.0,68.0,85.0,-3.0,3.0,2.0,-1.0,3.0,-1.0,2.0,-2.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,2.0,4.0,1.0,2.0,3.0,5.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,5.0,68.0,73.0,87.0,79.0,1.0,56.0,47.0,80.0,80.0,2.0,1.0,-3.0,1.0,1.0,-1.0,0.0,0.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,2.0,3.0,4.0,4.0,2.0,3.0,1.0,1.0,5.0,3.0,5.0,2.0,5.0,1.0,3.0,4.0,5.0,17.0,61.0,27.0,78.0,53.0,89.0,84.0,38.0,82.0,1.0,0.0,0.0,2.0,-1.0,-3.0,3.0,3.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,3.0,5.0,1.0,4.0,5.0,2.0,3.0,1.0,2.0,5.0,4.0,1.0,2.0,2.0,4.0,3.0,4.0,51.0,100.0,32.0,14.0,77.0,8.0,36.0,38.0,83.0,0.0,-3.0,2.0,-2.0,-1.0,1.0,-3.0,-3.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0,3.0,1.0,4.0,5.0,2.0,34.0,86.0,75.0,91.0,87.0,55.0,91.0,64.0,81.0,2.0,-1.0,3.0,3.0,0.0,-1.0,-1.0,-1.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,2.0,2.0,2.0,4.0,5.0,3.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,4.0,1.0,3.0,2.0,51.0,42.0,31.0,69.0,63.0,2.0,67.0,75.0,57.0,-1.0,-2.0,-1.0,-1.0,1.0,-2.0,2.0,0.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,5.0,18.0,92.0,35.0,41.0,53.0,60.0,50.0,7.0,96.0,3.0,3.0,-3.0,2.0,-1.0,-2.0,1.0,1.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,5.0,2.0,1.0,2.0,4.0,4.0,1.0,3.0,2.0,2.0,4.0,1.0,5.0,3.0,2.0,2.0,4.0,88.0,2.0,15.0,39.0,85.0,9.0,12.0,19.0,71.0,-1.0,1.0,-1.0,-1.0,2.0,1.0,-2.0,2.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,1.0,4.0,2.0,2.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,5.0,42.0,42.0,88.0,62.0,25.0,63.0,44.0,14.0,20.0,-1.0,-3.0,2.0,-1.0,-2.0,1.0,3.0,2.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,5.0,3.0,1.0,1.0,5.0,5.0,3.0,1.0,2.0,1.0,27.0,97.0,1.0,61.0,26.0,3.0,88.0,27.0,31.0,-2.0,3.0,3.0,-2.0,2.0,0.0,-2.0,0.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,1.0,5.0,1.0,4.0,1.0,1.0,4.0,4.0,5.0,2.0,5.0,1.0,2.0,3.0,1.0,2.0,2.0,10.0,86.0,37.0,20.0,95.0,16.0,48.0,95.0,20.0,1.0,-2.0,2.0,2.0,2.0,3.0,-2.0,-3.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,2.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,4.0,4.0,5.0,2.0,4.0,2.0,1.0,5.0,3.0,45.0,27.0,20.0,38.0,34.0,84.0,24.0,9.0,94.0,-2.0,3.0,1.0,-2.0,0.0,-3.0,-1.0,-1.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,4.0,4.0,20.0,52.0,65.0,70.0,94.0,30.0,74.0,50.0,100.0,-2.0,2.0,-2.0,1.0,-2.0,-2.0,-3.0,3.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,4.0,3.0,1.0,4.0,2.0,2.0,4.0,1.0,3.0,3.0,43.0,89.0,29.0,21.0,24.0,6.0,42.0,12.0,47.0,-1.0,3.0,2.0,1.0,-1.0,2.0,-1.0,-1.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,4.0,5.0,2.0,5.0,3.0,1.0,2.0,5.0,29.0,15.0,67.0,47.0,58.0,11.0,91.0,18.0,10.0,-1.0,3.0,-3.0,3.0,1.0,-2.0,-3.0,1.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,4.0,2.0,4.0,2.0,1.0,1.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,2.0,5.0,3.0,2.0,22.0,98.0,78.0,70.0,50.0,64.0,85.0,5.0,79.0,-1.0,3.0,-2.0,0.0,-2.0,2.0,2.0,3.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,3.0,4.0,1.0,1.0,4.0,5.0,5.0,5.0,3.0,3.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,91.0,99.0,19.0,17.0,27.0,99.0,21.0,100.0,-3.0,-3.0,-2.0,3.0,-3.0,2.0,1.0,2.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,4.0,3.0,4.0,1.0,3.0,1.0,3.0,5.0,1.0,5.0,5.0,2.0,1.0,5.0,5.0,1.0,2.0,14.0,55.0,2.0,100.0,9.0,59.0,92.0,75.0,75.0,-3.0,-3.0,3.0,-3.0,3.0,-2.0,-2.0,1.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,4.0,4.0,1.0,3.0,5.0,2.0,3.0,2.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,54.0,71.0,92.0,85.0,47.0,73.0,47.0,10.0,32.0,-2.0,1.0,-2.0,1.0,-1.0,0.0,-2.0,-3.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,1.0,4.0,5.0,2.0,2.0,1.0,3.0,4.0,5.0,1.0,4.0,3.0,5.0,3.0,5.0,3.0,5.0,83.0,84.0,14.0,67.0,85.0,56.0,18.0,66.0,58.0,2.0,-3.0,-1.0,-2.0,2.0,-2.0,0.0,0.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,3.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,5.0,2.0,9.0,53.0,66.0,82.0,95.0,31.0,52.0,95.0,62.0,-2.0,-1.0,-3.0,-1.0,-2.0,-2.0,1.0,3.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,5.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,1.0,1.0,5.0,2.0,5.0,4.0,4.0,3.0,4.0,99.0,50.0,84.0,13.0,27.0,98.0,67.0,94.0,57.0,1.0,-2.0,3.0,0.0,0.0,-1.0,1.0,0.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,2.0,4.0,2.0,5.0,1.0,3.0,4.0,2.0,2.0,5.0,3.0,5.0,5.0,5.0,1.0,2.0,2.0,34.0,14.0,80.0,88.0,58.0,90.0,77.0,30.0,28.0,-1.0,2.0,-1.0,1.0,-2.0,-3.0,-1.0,-2.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,1.0,5.0,2.0,3.0,4.0,2.0,2.0,3.0,67.0,79.0,37.0,26.0,59.0,41.0,19.0,50.0,33.0,3.0,2.0,-2.0,0.0,2.0,-3.0,3.0,-1.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,5.0,5.0,5.0,2.0,5.0,1.0,1.0,4.0,4.0,3.0,1.0,5.0,3.0,4.0,3.0,4.0,2.0,8.0,64.0,28.0,67.0,27.0,39.0,5.0,90.0,26.0,-2.0,-1.0,-1.0,-3.0,-3.0,1.0,3.0,-2.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,5.0,5.0,3.0,3.0,5.0,3.0,1.0,5.0,3.0,4.0,2.0,5.0,2.0,2.0,4.0,3.0,2.0,53.0,92.0,4.0,36.0,77.0,87.0,23.0,71.0,25.0,-1.0,2.0,2.0,-3.0,-1.0,-3.0,-3.0,0.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,3.0,1.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,5.0,5.0,65.0,1.0,56.0,94.0,27.0,97.0,7.0,1.0,2.0,-2.0,0.0,-3.0,2.0,1.0,-3.0,-2.0,-1.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,5.0,5.0,2.0,5.0,4.0,5.0,43.0,61.0,86.0,40.0,53.0,92.0,1.0,9.0,74.0,-1.0,3.0,0.0,-2.0,1.0,-2.0,3.0,1.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,1.0,5.0,2.0,4.0,1.0,5.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,5.0,2.0,39.0,24.0,11.0,72.0,37.0,73.0,15.0,32.0,85.0,-2.0,3.0,3.0,1.0,-1.0,-3.0,3.0,1.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,3.0,4.0,1.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,5.0,5.0,5.0,1.0,2.0,4.0,1.0,23.0,97.0,40.0,62.0,47.0,58.0,35.0,24.0,11.0,-1.0,-3.0,-3.0,-1.0,-1.0,-1.0,0.0,0.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,5.0,1.0,1.0,4.0,5.0,1.0,4.0,3.0,87.0,39.0,40.0,43.0,50.0,14.0,41.0,64.0,25.0,0.0,-3.0,-2.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,2.0,5.0,5.0,3.0,4.0,2.0,5.0,4.0,2.0,5.0,5.0,4.0,3.0,4.0,1.0,2.0,4.0,75.0,63.0,36.0,23.0,54.0,12.0,1.0,18.0,32.0,-2.0,2.0,3.0,-1.0,1.0,0.0,-2.0,0.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,4.0,2.0,3.0,1.0,4.0,4.0,2.0,2.0,3.0,5.0,1.0,2.0,3.0,4.0,3.0,5.0,2.0,3.0,59.0,69.0,93.0,29.0,62.0,8.0,51.0,20.0,3.0,0.0,2.0,-2.0,3.0,0.0,1.0,-1.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,5.0,5.0,2.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,1.0,3.0,5.0,5.0,4.0,53.0,61.0,49.0,92.0,57.0,87.0,98.0,38.0,75.0,2.0,-1.0,0.0,1.0,-1.0,1.0,1.0,3.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,1.0,3.0,4.0,4.0,2.0,5.0,1.0,4.0,5.0,2.0,1.0,2.0,5.0,5.0,1.0,2.0,1.0,60.0,82.0,95.0,48.0,31.0,86.0,32.0,26.0,57.0,3.0,2.0,-1.0,0.0,-3.0,-1.0,0.0,-2.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,5.0,3.0,4.0,1.0,4.0,2.0,1.0,5.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,65.0,17.0,65.0,5.0,15.0,40.0,51.0,88.0,47.0,-2.0,0.0,3.0,-2.0,1.0,-2.0,3.0,2.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,2.0,3.0,4.0,3.0,1.0,4.0,2.0,5.0,5.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,62.0,60.0,10.0,15.0,58.0,41.0,39.0,86.0,11.0,-1.0,0.0,3.0,-2.0,2.0,0.0,-2.0,-3.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,1.0,1.0,2.0,2.0,5.0,4.0,5.0,2.0,4.0,39.0,11.0,16.0,23.0,88.0,34.0,69.0,94.0,96.0,2.0,-1.0,3.0,-3.0,3.0,0.0,-3.0,0.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,1.0,2.0,5.0,1.0,2.0,2.0,4.0,5.0,5.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,38.0,2.0,55.0,53.0,14.0,96.0,5.0,45.0,55.0,1.0,-3.0,-3.0,1.0,3.0,0.0,0.0,3.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,1.0,5.0,1.0,92.0,17.0,46.0,13.0,28.0,7.0,62.0,22.0,70.0,-2.0,-3.0,2.0,-1.0,1.0,-2.0,-2.0,-1.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,4.0,5.0,2.0,3.0,5.0,1.0,4.0,1.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,13.0,12.0,24.0,58.0,24.0,46.0,22.0,100.0,66.0,0.0,3.0,1.0,-1.0,3.0,0.0,-2.0,1.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,2.0,5.0,1.0,5.0,5.0,5.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,3.0,4.0,5.0,5.0,30.0,57.0,94.0,98.0,10.0,66.0,50.0,25.0,14.0,2.0,-1.0,0.0,-2.0,-3.0,3.0,-3.0,0.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,4.0,5.0,2.0,1.0,5.0,5.0,1.0,1.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,10.0,84.0,85.0,64.0,43.0,19.0,62.0,35.0,19.0,-1.0,1.0,-3.0,-3.0,-2.0,-3.0,3.0,-3.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,4.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,4.0,5.0,5.0,2.0,3.0,2.0,1.0,5.0,2.0,64.0,92.0,23.0,48.0,80.0,6.0,88.0,90.0,23.0,-2.0,3.0,1.0,-1.0,-3.0,-2.0,0.0,-1.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,3.0,2.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,3.0,1.0,4.0,5.0,5.0,1.0,2.0,1.0,71.0,53.0,80.0,90.0,65.0,40.0,14.0,46.0,-1.0,1.0,2.0,-3.0,-3.0,-3.0,-2.0,-2.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,59.0,62.0,18.0,4.0,91.0,41.0,18.0,25.0,41.0,3.0,-1.0,0.0,0.0,0.0,-3.0,-3.0,1.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,1.0,5.0,2.0,5.0,4.0,2.0,1.0,88.0,49.0,27.0,86.0,19.0,41.0,28.0,29.0,66.0,2.0,-2.0,-3.0,1.0,0.0,3.0,-2.0,3.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,4.0,5.0,1.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,26.0,100.0,49.0,2.0,99.0,81.0,51.0,69.0,81.0,-3.0,-2.0,2.0,3.0,0.0,2.0,-3.0,-2.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,5.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,4.0,4.0,5.0,5.0,93.0,21.0,23.0,31.0,20.0,57.0,78.0,4.0,3.0,2.0,3.0,-1.0,1.0,0.0,2.0,2.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,3.0,2.0,5.0,3.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,20.0,5.0,91.0,59.0,8.0,84.0,24.0,91.0,4.0,-1.0,3.0,-1.0,-3.0,0.0,3.0,-3.0,3.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,1.0,1.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,13.0,10.0,62.0,24.0,79.0,12.0,14.0,80.0,92.0,-3.0,3.0,-3.0,-3.0,0.0,-3.0,2.0,0.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,3.0,1.0,3.0,4.0,4.0,2.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,2.0,4.0,1.0,86.0,94.0,20.0,38.0,97.0,96.0,50.0,13.0,51.0,1.0,0.0,2.0,-3.0,-1.0,-2.0,-3.0,-1.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,3.0,4.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,5.0,1.0,4.0,3.0,2.0,2.0,1.0,86.0,96.0,8.0,51.0,63.0,50.0,38.0,98.0,12.0,0.0,1.0,0.0,0.0,-1.0,0.0,3.0,3.0,-2.0
